,0,1,2
0,0.0053577084139775485,0.341239767635343345,-0.5205509230920027
1,0.008678364800838076,0.37146307696302827,-0.1854941236696352
2,0.00678954857422211,0.256615051021068,-0.22702444335447328
3,0.008111139739071993,0.1907458889647765,-0.26510648288859584
4,0.004044186444823843,0.15775700165195308,-0.2317498960704453
5,0.003726250711630594,0.2412665182969327,-0.1246681533761006
6,0.0073911378115872825,0.3443554326323911,0.15989833923876368
7,0.005492296057171327,0.38569123930502697,0.2773329433791005
8,0.005880268252164236,0.3957617388368162,0.33734342622926133
9,0.006658996108212582,0.4093001246145231,0.3978118026514429
10,0.006991303594293124,0.4425695123331888,0.46312060337999017
11,0.008329299437831365,0.34667563758579767,0.30250440516268545
12,0.00875691199156618,0.25797962956926535,0.1588730808155666
13,0.010257050816335805,0.17566158718182437,0.030869575330026516
14,0.010605134541420053,0.16045520741319058,0.008522634103591532
15,0.011797106466737912,0.1932403173406585,0.05520749465708896
16,0.013307728977674071,0.20307350307703656,0.06893081008915469
17,0.014629643936121022,0.22814300300905047,0.10270093728999614
18,0.015498919911477836,0.2354427740351239,0.11239035791694173
19,0.016347943154994795,0.21638193916356635,0.09058088294499571
20,0.016947936877922783,0.20534710889008437,0.07844837559912764
21,0.017937000470322654,-0.045664954765307936,-0.17786048701507068
22,0.01857390686474635,0.012091703048540521,-0.12246484132023058
23,0.019796947244553314,0.0633049678702661,-0.07552129283642797
24,0.020398927883457922,0.08809976348958938,-0.05325422544482279
25,0.021063749304020597,0.1006530087661263,-0.04217319631600026
26,0.02218169462304378,0.10987799805514215,-0.03424596262638495
27,0.023269749005126385,0.11665754719008119,-0.028599163541277697
28,0.024057629482107486,0.12431732421404039,-0.02242699113214781
29,0.025257143376498082,0.1303600688260128,-0.017601172240696458
30,0.026695966244294742,0.1368229458900372,-0.012341856020008167
31,0.027741453172111817,0.1410996280615601,-0.00878937332098325
32,0.028234761064431277,0.14384380552268033,-0.0066524600359432265
33,0.029508872987176707,0.14719393266642586,-0.004138962781013294
34,0.03050671859849956,0.14974969708750452,-0.0022796541468127645
35,0.03173173445370753,0.15239358146492815,-0.0003848592885313973
36,0.03358671557323191,0.15631442250481115,0.002424023150566045
37,0.03472727264409772,0.15839953623916372,0.003935742262562049
38,0.035620460373824624,0.15965661908815504,0.004784987017821948
39,0.03660411049168479,0.16166032718441412,0.006078841353779075
40,0.03747849134117563,0.16346877749638525,0.0072384483617712065
41,0.03825975679402066,0.16506342481303593,0.008253251999848419
42,0.03878584758646976,0.1660296262043967,0.008866895651345597
43,0.03908036599948889,0.1664663806800686,0.009145810505729181
44,0.039374025003968124,0.1669580422915595,0.009459440500869736
45,0.0396598961054696,0.16749393768583848,0.009804135449728404
46,0.039900359731609845,0.16793571595794896,0.010087958252437357
47,0.04006571842218913,0.16822761693196342,0.010275379475444574
48,0.04031296361858233,0.16871787258732024,0.01058740542695777
49,0.040485375068216374,0.16904463856308202,0.01079387042252213
50,0.04065512495390132,0.1693705402385187,0.010999355699286152
